movieId,tmdbId,title,genres,avgRatingMl,year,ratingTmdb,voteCount,adult,budget,revenue,popularity,runtime
120,55731,Race the Sun (1996),Adventure|Comedy|Drama,5.8,1996,5.3,25,FALSE,0,0,6.869359,100
121,32119,"Boys of St. Vincent, The (1992)",Drama,7.5,1992,7,7,FALSE,0,0,0.822263,90
122,11066,Boomerang (1992),Comedy|Romance,5.7,1992,5.3,171,FALSE,40000000,70100000,6.761121,117
123,11104,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,7.9,1994,7.9,300,FALSE,0,0,6.586508,102
124,37975,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,7,1995,7,39,FALSE,0,0,2.523055,113
125,2074,Flirting With Disaster (1996),Comedy,7.5,1996,6.3,78,FALSE,7000000,14702438,6.274496,92
126,27793,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,4.6,1994,4.4,122,FALSE,17000000,0,7.691225,95
127,44284,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,6.5,1994,5.7,7,FALSE,0,0,0.277014,116
128,290157,Jupiter's Wife (1994),Documentary,7,1994,8,1,FALSE,0,0,0.090455,87
129,110972,Pie in the Sky (1996),Comedy|Romance,6.3,1996,6.4,5,FALSE,0,0,1.106049,95
130,32622,Angela (1995),Drama,6.2,1995,5.5,10,FALSE,0,0,1.769862,99
131,73067,Frankie Starlight (1995),Drama|Romance,6.6,1995,5.7,5,FALSE,0,0,0.487491,101
132,11863,Jade (1995),Thriller,5.5,1995,5.1,59,FALSE,50000000,9851610,4.091176,95
133,55475,Nueba Yol (1995),Comedy|Drama,5.2,1995,5.5,1,FALSE,0,0,0.038747,102
135,9101,Down Periscope (1996),Comedy,6,1996,5.7,126,FALSE,0,0,6.459099,92
136,123360,From the Journals of Jean Seberg (1995),Documentary,7.1,1995,6.5,2,FALSE,0,0,0.635721,97
137,5757,Man of the Year (1995),Documentary,6.6,1995,3.8,2,FALSE,0,209935,0.364706,86
138,39428,"Neon Bible, The (1995)",Drama,6.6,1995,6.7,6,FALSE,0,0,1.051694,91
140,9302,Up Close and Personal (1996),Drama|Romance,6.6,1996,6,64,FALSE,60000000,0,4.476185,119
141,11000,"Birdcage, The (1996)",Comedy,7,1996,6.8,370,FALSE,31000000,185260553,7.742004,117
143,249882,Gospa (1995),Drama,4.3,1995,7,2,FALSE,0,0,0.962923,125
144,16388,"Brothers McMullen, The (1995)",Comedy,7,1995,6.1,28,FALSE,0,0,1.333338,98
145,9737,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,6.5,1995,6.5,2061,FALSE,19000000,141407024,21.111846,118
146,30765,"Amazing Panda Adventure, The (1995)",Adventure|Children,5.8,1995,5.1,35,FALSE,0,0,2.439616,81
147,10474,"Basketball Diaries, The (1995)",Drama,7.2,1995,7.2,593,FALSE,0,0,9.221507,102
148,22279,"Awfully Big Adventure, An (1995)",Drama,5.8,1995,6.1,13,FALSE,4000000,851545,4.269464,113
149,30157,Amateur (1994),Crime|Drama|Thriller,7.4,1994,6.5,25,FALSE,0,0,1.42205,105
150,568,Apollo 13 (1995),Adventure|Drama|IMAX,7.7,1995,7.3,2015,FALSE,52000000,355237933,32.675124,140
151,11780,Rob Roy (1995),Action|Drama|Romance|War,7.1,1995,6.6,189,FALSE,28000000,31596911,8.15624,139
152,34996,"Addiction, The (1995)",Drama|Horror,6.2,1995,6.2,56,FALSE,0,0,3.764061,82
153,414,Batman Forever (1995),Action|Adventure|Comedy|Crime,5.8,1995,5.2,1919,FALSE,100000000,336529144,23.287363,121
154,649,Beauty of the Day (Belle de jour) (1967),Drama,7.6,1967,7.4,197,FALSE,0,0,7.131485,101
155,1873,Beyond Rangoon (1995),Adventure|Drama|War,6.8,1995,6.5,26,FALSE,0,0,2.356062,100
156,5894,Blue in the Face (1995),Comedy|Drama,7.1,1995,6.7,37,FALSE,2000000,1275000,3.405647,83
157,1775,Canadian Bacon (1995),Comedy|War,5.6,1995,5.8,73,FALSE,11000000,178104,7.622495,91
158,8839,Casper (1995),Adventure|Children,5.9,1995,6,1405,FALSE,50000000,287928194,9.083391,100
159,20649,Clockers (1995),Crime|Drama|Mystery,6.8,1995,6.8,92,FALSE,25000000,13071518,5.909552,128
160,10329,Congo (1995),Action|Adventure|Mystery|Sci-Fi,5.2,1995,5,263,FALSE,50000000,152022101,9.558559,109
161,8963,Crimson Tide (1995),Drama|Thriller|War,7.5,1995,7,604,FALSE,53000000,157387195,8.301571,116
162,26564,Crumb (1994),Documentary,8,1994,7.6,92,FALSE,0,3174695,8.843693,119
163,8068,Desperado (1995),Action|Romance|Western,6.9,1995,6.8,1088,FALSE,7000000,25405445,16.751273,104
164,8512,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,6.9,1995,6.3,108,FALSE,27000000,16140822,8.696537,102
165,1572,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,7,1995,7,2468,FALSE,90000000,366101666,26.707706,128
166,13552,"Doom Generation, The (1995)",Comedy|Crime|Drama,5.6,1995,5.7,71,FALSE,0,0,4.659324,80
167,259209,Feast of July (1995),Drama,6.3,1995,6,1,FALSE,0,0,1.752862,116
168,6520,First Knight (1995),Action|Drama|Romance,6.2,1995,5.9,395,FALSE,55000000,127600435,11.337443,134
169,9073,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,4.6,1995,5.5,160,FALSE,0,0,7.030098,95
170,10428,Hackers (1995),Action|Adventure|Crime|Thriller,6.4,1995,6.2,486,FALSE,20000000,7563728,7.027701,107
171,17447,Jeffrey (1995),Comedy|Drama,7.2,1995,6.6,21,FALSE,0,0,1.708684,92
172,9886,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,5.5,1995,5.5,456,FALSE,25000000,19075720,9.562945,97
173,9482,Judge Dredd (1995),Action|Crime|Sci-Fi,5.1,1995,5.4,802,FALSE,90000000,113493481,12.880531,96
174,19326,Jury Duty (1995),Comedy,4.9,1995,4.2,40,FALSE,0,17014653,4.078248,88
175,9344,Kids (1995),Drama,7,1995,6.8,353,FALSE,1500000,7412216,6.615709,91
176,9071,Living in Oblivion (1995),Comedy,7.7,1995,7.3,80,FALSE,500000,1148752,4.277634,89
177,8973,Lord of Illusions (1995),Horror,5.8,1995,5.9,110,FALSE,0,0,5.951245,119
178,15730,Love & Human Remains (1993),Comedy|Drama,6.8,1993,6.9,9,FALSE,0,0,1.16522,100
179,47608,Mad Love (1995),Drama|Romance,5.5,1995,5.5,34,FALSE,0,15453274,2.913228,95
180,2293,Mallrats (1995),Comedy|Romance,7.2,1995,6.7,480,FALSE,6000000,2122561,7.895187,94
181,9070,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,3.9,1995,5.3,197,FALSE,15000000,6.60E+07,12.013907,92
182,68274,Moonlight and Valentino (1995),Drama|Romance,6.2,1995,5.3,14,FALSE,0,0,1.788954,100
183,48787,Mute Witness (1994),Comedy|Horror|Thriller,6.7,1994,6.4,48,FALSE,0,0,3.075395,95
184,34574,Nadja (1994),Drama,6.2,1994,5.7,18,FALSE,0,0,2.032001,93
185,1642,"Net, The (1995)",Action|Crime|Thriller,6.2,1995,5.8,443,FALSE,22000000,110627965,11.689325,114
186,11472,Nine Months (1995),Comedy|Romance,5.8,1995,5.5,212,FALSE,0,69660733,10.698621,103
187,36196,Party Girl (1995),Comedy,6.9,1995,5.9,18,FALSE,150000,472370,1.493392,94
188,11980,"Prophecy, The (1995)",Fantasy|Horror|Mystery,6.7,1995,6.4,159,FALSE,8,16,7.384045,98
189,58372,Reckless (1995),Comedy|Fantasy,6,1995,10,1,FALSE,0,0,0.857216,91
190,32646,Safe (1995),Thriller,7.1,1995,7.1,83,FALSE,0,0,4.005789,119
191,10533,"Scarlet Letter, The (1995)",Drama|Romance,5.4,1995,5.5,133,FALSE,50000000,10382407,5.09421,135
192,56088,"Show, The (1995)",Documentary,6,1995,5.3,2,FALSE,0,0,0.543701,93
193,10802,Showgirls (1995),Drama,4.5,1995,5,326,FALSE,45000000,20350754,10.781623,131
194,10149,Smoke (1995),Comedy|Drama,7.7,1995,7.2,151,FALSE,7000000,8349430,6.377211,112
195,18402,Something to Talk About (1995),Comedy|Drama|Romance,6.2,1995,5.8,74,FALSE,0,50892160,4.828951,106
196,9348,Species (1995),Horror|Sci-Fi,5.7,1995,5.5,547,FALSE,35000000,113374103,12.746303,108
197,139408,"Stars Fell on Henrietta, The (1995)",Drama,6.1,1995,6.4,8,FALSE,0,0,0.844048,109
198,281,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,6.8,1995,6.9,413,FALSE,42000000,7959291,11.508891,145
199,5967,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,7.6,1964,7.6,151,FALSE,0,0,6.524447,91
200,79593,"Tie That Binds, The (1995)",Thriller,5.7,1995,5,11,FALSE,14000000,5780000,1.42144,99
201,47939,Three Wishes (1995),Drama|Fantasy,6.1,1995,6,22,FALSE,0,7025496,1.475092,115
202,36834,Total Eclipse (1995),Drama|Romance,6,1995,6.4,148,FALSE,0,339889,4.380142,111
203,9090,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,6.3,1995,6.4,145,FALSE,0,47774193,7.665036,105
204,3512,Under Siege 2: Dark Territory (1995),Action,5.9,1995,5.6,261,FALSE,60000000,104324083,11.048489,100
205,52856,Unstrung Heroes (1995),Comedy|Drama,7,1995,6.4,9,FALSE,0,0,1.704836,93
206,77350,Unzipped (1995),Documentary,7,1995,5.9,7,FALSE,0,0,0.551164,73
207,9560,"Walk in the Clouds, A (1995)",Drama|Romance,6.7,1995,6.6,214,FALSE,20000000,50012507,5.393174,103
208,9804,Waterworld (1995),Action|Adventure|Sci-Fi,5.7,1995,5.9,1283,FALSE,175000000,264218220,20.881366,135
209,31611,White Man's Burden (1995),Drama,5.7,1995,5,28,FALSE,8000000,0,1.95634,89
210,65796,Wild Bill (1995),Western,5.8,1995,6,35,FALSE,30000000,0,4.156773,98
211,49805,"Browning Version, The (1994)",Drama,7.2,1994,6.2,14,FALSE,0,0,1.738404,97
212,26258,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,5.2,1995,4.9,34,FALSE,0,0,4.542454,90
213,50797,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,8.1,1994,6.8,41,FALSE,2800000,2616503,4.77807,135
214,19155,Before the Rain (Pred dozhdot) (1994),Drama|War,8.1,1994,7.7,52,FALSE,0,763847,2.822375,113
215,76,Before Sunrise (1995),Drama|Romance,7.7,1995,7.7,1238,FALSE,2500000,5535405,9.550174,101
216,11017,Billy Madison (1995),Comedy,6.5,1995,6.1,544,FALSE,10000000,26488734,9.719759,89
217,37141,"Babysitter, The (1995)",Drama|Thriller,5.5,1995,4.6,36,FALSE,0,0,3.557453,90
218,9382,Boys on the Side (1995),Comedy|Drama,6.6,1995,6.3,65,FALSE,21000000,23450000,5.303673,115
219,6715,"Cure, The (1995)",Drama,7.2,1995,7.2,73,FALSE,0,0,4.449199,97
220,18256,Castle Freak (1995),Horror,4.8,1995,5.9,52,FALSE,0,0,3.069087,95
222,22625,Circle of Friends (1995),Drama|Romance,7.1,1995,6.5,33,FALSE,0,0,3.999883,103
223,2292,Clerks (1994),Comedy,7.7,1994,7.4,971,FALSE,27000,3151130,14.340392,92
224,1909,Don Juan DeMarco (1995),Comedy|Drama|Romance,6.9,1995,6.3,243,FALSE,25000000,22200000,7.074761,97
225,8984,Disclosure (1994),Drama|Thriller,6.6,1994,6,282,FALSE,55000000,214015089,9.31217,123
227,4954,Drop Zone (1994),Action|Thriller,6.1,1994,5.2,111,FALSE,45000000,0,6.798312,101
229,10531,Death and the Maiden (1994),Drama|Thriller,7.1,1994,7,115,FALSE,0,0,5.510657,103
230,11929,Dolores Claiborne (1995),Drama|Thriller,7.2,1995,7.1,232,FALSE,0,0,9.566627,132
231,8467,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,5.9,1994,6.5,2348,FALSE,16000000,247275374,23.681505,107
232,10451,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,8.1,1994,7.5,84,FALSE,0,7294403,5.145997,123
233,20156,Exotica (1994),Drama,7,1994,6.6,83,FALSE,0,0,4.577456,103
234,18395,Exit to Eden (1994),Comedy,5.4,1994,4.4,32,FALSE,0,6841570,2.84344,113
235,522,Ed Wood (1994),Comedy|Drama,7.3,1994,7.4,806,FALSE,18000000,5887457,8.71766,127
236,397,French Kiss (1995),Action|Comedy|Romance,6.6,1995,6.2,239,FALSE,0,0,10.233705,111
237,10525,Forget Paris (1995),Comedy|Romance,6.4,1995,6.1,50,FALSE,0,0,3.435631,101
238,27985,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,6.3,1995,5.7,30,FALSE,0,0,4.797302,87
239,15789,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,6.1,1995,6.7,510,FALSE,0,35348597,9.17099,78
240,27303,Hideaway (1995),Thriller,5.8,1995,5.1,31,FALSE,15000000,12201255,3.157092,103
241,21183,Fluke (1995),Children|Drama,6.1,1995,6.6,62,FALSE,15000000,0,5.456122,96
242,10954,Farinelli: il castrato (1994),Drama|Musical,6.8,1994,5.9,27,FALSE,0,0,3.1073,111
243,47867,Gordy (1995),Children|Comedy|Fantasy,5.1,1995,4,6,FALSE,0,3992809,0.353928,90
244,43475,Gumby: The Movie (1995),Animation|Children,4.8,1995,5,2,FALSE,0,0,0.489385,77
245,72031,"Glass Shield, The (1994)",Crime|Drama,6,1994,5.5,11,FALSE,0,0,2.891961,109
246,14275,Hoop Dreams (1994),Documentary,8.1,1994,7.7,116,FALSE,700000,7830611,6.597222,171
247,1024,Heavenly Creatures (1994),Crime|Drama,7.7,1994,7,365,FALSE,5000000,3049135,10.683256,99
248,17207,Houseguest (1994),Comedy,6.1,1994,5.8,21,FALSE,10500000,26325256,1.970118,113
249,13701,Immortal Beloved (1994),Drama|Romance,7.4,1994,7,114,FALSE,120,0,5.325025,121
250,14819,Heavyweights (Heavy Weights) (1995),Children|Comedy,6,1995,6,120,FALSE,10000000,0,6.061279,100
