,tmdbId,ratingTmdb,voteCount
830,116690,6.9,17
831,213917,6,2
832,145925,6,1
833,100914,5,1
834,238,8.5,7340
835,159,6.2,39
836,11134,6.6,130
837,88224,6.5,11
838,132641,0,0
839,42758,6.4,14
840,9303,6.9,249
841,23945,4.7,23
842,37820,5.9,9
843,22479,6.2,17
844,9054,4.7,52
845,241058,4,2
846,11985,7.1,20
847,10232,4,2
848,59569,6.1,13
849,410921,0,0
850,38955,5.8,12
851,110513,5.2,3
852,114089,7.3,4
853,11015,5.8,154
854,9306,4.7,185
855,12559,5.2,35
856,58770,6.3,27
857,124851,5,2
858,3587,5.3,63
859,10723,5.4,193
860,56077,6.8,4
861,19004,6.1,111
862,101230,5,1
863,253632,6,1
864,10987,4.9,226
865,44705,6.9,27
866,20318,7.1,16
867,43596,6.3,9
868,79782,7.5,4
869,26933,7.3,23
870,27854,6.3,50
871,981,7.7,245
872,872,8,946
873,2769,6.9,172
874,13320,7,196
875,164,7.6,1411
876,426,8.1,1567
877,567,8.2,1947
878,3078,7.7,351
879,13528,7.3,94
880,28288,7.4,24
881,213,7.9,1306
882,284,8.1,627
883,239,8.1,1058
884,4808,7.7,426
885,289,8,1815
886,963,7.8,539
887,11113,7.5,461
888,6620,7.4,375
889,804,7.8,642
890,26531,7.1,25
891,909,6.8,86
892,630,7.5,2075
893,770,7.7,1246
894,31044,7.1,37
895,599,8.3,696
896,15,8.1,1582
897,62,7.9,3859
898,121357,4.8,3
899,705,8,472
900,22490,6.5,34
901,223,7.8,437
902,25670,7.1,103
903,303,7.8,445
904,4174,7.4,221
905,8356,7.2,129
906,381,7.2,388
907,20758,6.7,53
908,29376,7.1,56
909,1859,7.4,96
910,18299,7.3,67
911,17281,6.2,81
912,64382,6.8,16
913,10907,7.6,213
914,32093,7.3,47
915,1939,7.6,211
916,22292,7.5,79
917,3598,6.9,51
918,3080,7.6,82
919,198,7.8,145
920,13562,7.6,88
921,1712,7.5,216
922,220,7.5,201
923,3529,7.5,125
924,3085,7.5,218
925,2897,6.4,123
926,1585,8.1,1398
927,3083,8,304
928,900,7.5,259
929,43795,6.4,28
930,85638,8.4,7
931,50001,5.6,10
932,43905,6.3,30
933,22688,5.7,6
934,23114,6.6,13
935,26378,5.7,9
936,40206,6.4,20
937,22356,6.6,30
938,260,7.5,270
939,43488,5.4,15
940,22613,5.1,19
941,10331,7.5,726
942,488,7.4,293
943,22733,6.4,36
944,261,7.7,221
945,57575,5.6,11
946,32574,7.3,59
947,22657,6.3,8
948,76464,3.8,2
949,22649,6.1,33
950,176841,6,1
951,125587,4,2
952,39448,7.1,13
953,52855,5.1,9
954,39940,6.9,21
955,172868,0,0
956,85328,5.3,2
957,124632,0,0
958,11076,6.6,136
959,63945,4.9,7
960,58985,6.5,19
961,890,7.1,9
962,10861,5.3,129
963,1770,6.7,134
964,44465,4.9,13
965,2033,0,0
966,18203,6.9,59
967,9333,6.2,310
968,47260,6.5,5
969,9400,6.8,85
970,9401,5.9,87
971,12241,6.1,37
972,25739,6,3
973,161806,3,1
974,11306,5.7,98
975,9625,4.8,124
976,10680,5.3,124
977,6346,5.9,74
978,18660,6.5,38
979,35115,6.2,19
980,14821,6.4,75
981,14136,6.1,160
982,10869,5.7,95
983,22660,7,85
984,19186,6.9,110
985,31102,6.9,60
986,6878,6.6,273
987,15944,6.2,26
988,18444,7,103
989,20723,6.5,39
990,173,6.8,214
991,864,6.8,631
992,24795,5.7,153
993,11224,6.8,2277
994,81310,7.8,27
995,15947,6.3,148
996,9078,7,1229
997,29682,6.4,7
998,8367,6.6,1168
999,433,7.5,1569
1000,11360,6.8,1595
1001,11114,6.3,250
1002,12335,6.8,335
1003,12092,7,2024
1004,10948,7,1103
1005,11229,6.5,120
1006,15121,7.5,1154
1007,562,7.5,4638
1008,10163,5.3,246
1009,48862,6.1,14
1010,117036,0,0
1011,47199,5,8
1012,11159,7.2,162
1013,9591,6.8,281
1014,30500,5.2,18
1015,41843,5.3,28
1016,55058,5.5,2
1017,10938,7.2,98
1018,11412,6.5,401
1019,10586,6.5,298
1020,42314,6.9,42
1021,27845,6.7,62
1022,108365,0,0
1023,23223,6.7,9
1024,49471,7,14
1025,38153,4.4,18
1026,25147,6.6,48
1027,9716,6.5,192
1028,43777,6.3,3
1029,454,6.7,1773
1030,10218,6.9,300
1031,819,7.3,958
1032,38191,5.9,11
1033,56830,5.9,7
1034,11238,6.1,614
1035,27256,4.9,4
1036,31530,8,28
1037,66473,6.8,5
1038,28120,6.3,30
1039,1834,7.1,59
1040,26282,5.8,10
1041,37218,7.4,3
1042,252,7.4,1075
1043,116356,5,2
1044,16372,7.5,157
1045,11561,7,259
1046,11302,6.7,216
1047,623,7.1,709
1048,583,7.7,1468
1049,12614,6.9,111
1050,21711,7,44
1051,11575,7.2,74
1052,475,7.6,468
1053,11331,6.2,34
1054,521,7.9,699
1055,21202,4.8,3
1056,88,7.2,1832
1057,500,8.1,4906
1058,792,7.6,1539
1059,8491,6.3,304
1060,402,6.5,1099
1061,10537,6.8,354
1062,11386,6.9,237
1063,9504,7.4,403
1064,15764,7.4,205
1065,601,7.3,4265
1066,67365,6.6,5
1067,25842,7,46
1068,2119,5.9,441
1069,744,6.7,2150
1070,136311,6.8,5
1071,221,7.6,475
1072,702,7.7,386
1073,25750,4.6,49
1074,17642,0,0
1075,146341,0,0
1076,9305,7.8,74
1077,37616,5.5,8
1078,11112,6.3,60
1079,21612,7.3,43
1080,141210,7.3,3
1081,102461,6.7,9
1082,36998,7,73
1083,200383,4.9,5
1084,116844,0,0
1085,1630,6.8,317
1086,26626,5.8,17
1087,124837,5.3,2
1088,11816,7.3,132
1089,11843,6.8,162
1090,10379,5.8,125
1091,2756,7.2,997
1092,790,6.4,395
1093,1103,7,896
1094,11298,6.4,201
1095,4480,7.7,144
1096,4481,7.8,130
1097,49688,6.4,5
1098,10765,6,120
1099,762,7.8,2105
1100,44497,6.7,13
1101,85588,8,1
1102,278621,4,1
1103,99479,5,2
1104,55049,8,5
1105,124829,0,0
1106,79306,0,0
1107,356054,0,0
1108,10548,7.4,69
1109,531,7.6,332
1110,104931,7.7,3
1111,4483,6.7,30
1112,18919,7.4,25
1113,31556,6.6,24
1114,26167,7.3,24
1115,26174,6.5,20
1116,61461,7.4,16
1117,117500,5,4
1118,218713,8,1
1119,217802,0,0
1120,127973,3.5,2
1121,659,6.9,113
1122,30892,6.8,36
1123,86369,5.7,5
1124,8074,6.8,42
1125,124676,0,0
1126,38554,5.2,19
1127,49763,5.6,41
1128,41326,6,2
1129,36555,5.7,16
1130,10608,6.5,55
1131,11216,8.3,1109
1132,7452,7.4,178
1133,64567,5.7,17
1134,892,7.4,408
1135,1600,7.4,181
1136,26561,6.9,29
1137,975,8.2,748
1138,18129,6.6,135
1139,54405,4.6,6
1140,150823,5,1
1141,409,7,708
1142,38251,7.5,247
1143,10161,7.6,276
1144,1412,6.8,232
1145,41768,6.7,9
1146,10409,6.3,105
1147,14285,7.9,145
1148,2469,6.9,129
1149,10174,6.4,40
1150,31225,8.2,84
1151,510,8.3,3808
1152,11455,6.7,224
1153,1891,8.3,7340
1154,2493,7.6,1762
1155,85,7.8,4746
1156,68,7.6,1110
1157,679,7.8,3838
1158,429,8.2,2905
1159,13446,7.4,203
1160,389,8.3,2580
1161,947,7.9,1064
1162,185,8.1,4488
1163,595,8,880
1164,28,8.1,2697
1165,335,8.1,1426
1166,1892,7.9,5964
1167,144,7.6,320
1168,1092,8,542
1169,769,8.3,3946
1170,348,7.9,5498
1171,766,7.3,1042
1172,175,7.6,462
1173,11645,7.9,433
1174,10835,7.6,230
1175,539,8.3,3167
1176,525,7.6,1375
1177,240,8.4,4256
1178,600,8,3380
1179,530,7.4,251
1180,10705,7.3,93
1181,279,7.9,1410
1182,3109,7.3,146
1183,311,8.3,1489
1184,1578,7.8,1240
1185,703,7.8,1358
1186,9549,7.4,281
1187,1398,8,461
1188,387,8,740
1189,9277,7.9,801
1190,343,7.7,337
1191,37291,6.5,38
1192,490,8,736
1193,11235,6.8,98
1194,218,7.4,5006
1195,763,7.3,488
1196,9665,7.3,479
1197,18971,7.3,100
1198,696,7.8,780
1199,379,7.5,536
1200,207,8.2,3723
1201,37247,7.6,1046
1202,1480,7.6,374
1203,9322,7.1,648
1204,826,7.7,698
1205,422,8,536
1206,829,7.8,1169
1207,828,7.4,377
1208,3090,8,361
1209,9964,6.4,254
1210,3063,7.6,218
1211,13667,6.8,189
1212,694,8.1,5259
1213,235,7.8,1964
1214,832,8.1,571
1215,765,7.5,946
1216,5925,7.9,891
1217,11778,7.9,1197
1218,4485,6.8,51
1219,137,7.5,2883
1220,33,7.8,1376
1221,982,7.7,231
1222,8428,6.9,110
1223,212,7.4,292
1224,105,8.1,7674
1225,1633,7.6,395
1226,11202,7.3,401
1227,1554,7.3,196
1228,149,7.9,1013
1229,8009,6.8,827
1230,903,7.7,465
1231,11673,6.9,174
1232,3034,7.8,1127
1233,339,7.5,226
1234,10404,7.9,178
1235,914,8.2,978
1236,756,7.3,1027
1237,288,7.6,429
1238,910,7.6,304
1239,2640,7.3,500
1240,16633,7.1,134
1241,665,7.6,824
1242,11031,7.7,510
1243,11314,7.8,192
1244,15143,6.9,127
1245,89,7.7,3876
1246,10322,7.8,310
1247,783,7.4,900
1248,10644,7.1,124
1249,11257,6.9,218
1250,14370,6.6,140
1251,12104,7.8,440
1252,625,7.5,209
1253,8816,7.4,83
1254,830,7.3,285
1255,2323,7.1,485
1256,983,7.5,186
1257,642,7.4,794
1258,655,7.7,366
1259,10341,6.4,53
1260,639,7.3,1267
1261,266022,0,0
1262,168450,5,1
1263,30180,6.8,13
1264,31388,3.6,25
1265,41801,5.6,14
1266,66034,6,14
1267,348138,0,0
1268,96288,7,2
1269,61536,6,10
1270,18762,3.6,14
1271,331367,0,0
1272,8077,6.2,1979
1273,814,7.2,685
1274,41671,3.8,27
1275,27214,4.1,47
1276,52263,3.6,22
1277,33519,2.8,20
1278,16235,5.9,78
1279,11449,6.2,238
1280,41848,2.7,22
1281,25944,5.8,33
1282,24913,5.8,95
1283,49126,5.7,45
1284,32076,6,47
1285,571,7.4,1222
1286,8851,6.2,171
1287,37843,4.8,20
1288,32146,5.5,27
